_id,name,brand,size,price
altosight_130,Sandisk SDHC 8 Gb EXTREME PRO | SD (secure digital) | Memorie | Foto De Angelis,SANDISK,8,25.5
altosight_131,Sandisk SDHC 8 Gb | SD (secure digital) | Memorie | Foto De Angelis,SANDISK,8,7.3
altosight_132,"KINGSTON Ultimate SDHC 16GB, UHS-I/Class 10 (SDA10/16GB)",Kingston,16,17.99
altosight_133,INTENSO 3502450 Rainbow Line USB-Stick 4 GB,Intenso,4,5.49
altosight_134,INTENSO 3503470 Basic Line 16 GB USB-Stick 16 GB,Intenso,16,7.99
altosight_135,INTENSO 3534460 Premium Line USB-Stick 8 GB,Intenso,8,8.99
altosight_136,INTENSO 3534490 Premium Line USB-Stick 64 GB,Intenso,64,24.99
altosight_137,INTENSO Premium Line USB-Stick,Intenso,64,29.99
altosight_138,INTENSO Premium Line USB-Stick,Intenso,8,8.99
altosight_139,INTENSO Rainbow Line USB-Stick,Intenso,4,6.49
altosight_140,LEXAR LJDS25-32GABEU S25 USB-Stick 32 GB,LEXAR,32,12.99
altosight_141,"PNY Attache 4 2.0 USB-Stick, Schwarz, 128 GB GÃ¼nstig und gut Stock 128 GB Preis\\u002FLeistung top GÃ¼nstiger Stick USb 128 GB Preis-Leistung ist nicht zu topen USB 128 GB neu DVD und Blu Ray Disc und Computer und Apple Computer und USB Guter Preis \\u002F mÃ¤Ãige Leistung Guter USB Stick fÃ¼r wenig Geld Handliche Datensicherung {{product}} Technische Daten Technische Daten Produktbeschreibung Produktdatenblatt Produktbewertungen Bewerten Sie dieses Produkt Titel Titel Vielen Dank ZubehÃ¶r Lieferung Abholung",PNY,128,17.99
altosight_142,"SONY SF8U, SD Full Size SD Speicherkarte, 8 GB, 90 MB/s",SONY,8,8.99
altosight_143,"SONY SRG1UXA, Micro-SDXC Speicherkarte, 128 GB, 95 MB/s",SONY,128,179.99
altosight_144,"TOSHIBA Exceria Pro N401 , 32 GB",TOSHIBA,32,35.99
altosight_145,SANDISK Dual Drive USB 3.0/Type-C pendrive 16GB (173336) (SDDDC2-016G-G46),SANDISK,16,6689.0
altosight_146,SANDISK Dual Drive USB 3.0/Type-C pendrive 64GB (173338) (SDDDC2-064G-G46),SANDISK,64,14589.0
altosight_147,SONY 128GB USB 3.0 pendrive USM128GQX,SONY,128,49999.0
altosight_148,SONY 32GB pendrive USM32GR,SONY,32,8999.0
altosight_149,SONY 32GB USB 3.0 pendrive USM32GQX,SONY,32,19989.0
altosight_150,SONY USM16CA1 Pendrive 16 GB,SONY,16,10989.0
altosight_151,LEXAR JumpDrive C20c 128 GB,LEXAR,128,89.99
altosight_152,LEXAR Jumpdrive C20m 128GB,LEXAR,128,59.99
altosight_153,LEXAR Jumpdrive C20m 32GB,LEXAR,32,28.99
altosight_154,LEXAR JumpDrive S25 64GB,LEXAR,64,34.99
altosight_155,SANDISK Cruzer Glide 32 GB,SANDISK,32,19.99
altosight_156,SANDISK Ultra USB Type-C 64 GB,SANDISK,64,38.99
altosight_157,CARTE SDHC SANDISK EXTREME PRO 8GO 633X,SANDISK,8,25.2
altosight_158,CARTE SDXC SANDISK EXT+ 128GO UHS 1 CLASSE 10,SANDISK,128,80.4
altosight_159,CLE USB SANDISK 16GO USB3,SANDISK,16,30.0
altosight_160,CARTE MICRO SDHC SANDISK EXTREME PRO 16GO 633X,SANDISK,16,32.4
altosight_161,CARTE XQD LEXAR 32GO 1400X,LEXAR,32,78.0
altosight_162,"INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB",Intenso,16,7.99
altosight_163,"INTENSO Premium Line, USB-Stick, USB 3.0, 8 GB",Intenso,8,8.99
altosight_164,"PNY Attache 4 2.0, 128 GB",PNY,128,49.49
altosight_165,"SANDISK Cruzer&reg; Glide&trade; USB Flash-Laufwerk, 256 GB",SANDISK,256,79.99
altosight_166,"SONY SF16N4 SD Speicherkarte, 16 GB, 15 Mbit/s, Class 4",SONY,16,12.99
altosight_167,"TOSHIBA TransMemory U202, 128 GB",TOSHIBA,128,28.99
altosight_168,Lexar 8GB 300x Premium II SDHC Card,LEXAR,8,10.0
altosight_169,Sony 16GB SDHC Class 4,SONY,16,29.0
altosight_170,Lexar 8GB 300x Premium II SDHC Card,LEXAR,8,11.99
altosight_171,Lexar XQD 32GB X1400 PROFESSIONAL XQD  - XQD - Karty pami?ci - No?niki pami?ci - Produkty,LEXAR,32,239.0
altosight_172,"Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Black",Samsung,,1999.0
altosight_173,"Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Blue",Samsung,,1999.0
altosight_174,"Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Red",Samsung,,1975.0
altosight_175,"Samsung Galaxy A20 Dual SIM - 32GB, 3GB RAM, 4G LTE, Black",Samsung,,2555.0
altosight_176,"Samsung Galaxy A30 Dual SIM - 64GB, 4GB RAM, 4G LTE, Black",Samsung,,3400.0
altosight_177,"Samsung Galaxy A50 Dual Sim, 128 GB, 4G LTE, White",Samsung,,4530.0
altosight_178,"Samsung Galaxy A7 2018 Dual SIM - 128GB, 4GB RAM, 4G LTE, Gold",Samsung,,4950.0
altosight_179,"Samsung Galaxy J4 Core Dual Sim - 16GB, 1GB RAM, 4G LTE, Black",Samsung,,1899.0
altosight_180,"Samsung Galaxy J6 Plus Dual Sim - 32GB, 4G LTE, Black",Samsung,,2875.0
altosight_181,"Samsung Galaxy Note 9 Dual SIM - 512GB, 8GB RAM, 4G LTE, Midnight Black",Samsung,,16666.0
altosight_182,"Samsung Galaxy S10 Dual Sim - 128GB, 8GB, 4G LTE, Prism Black",Samsung,,13499.0
altosight_183,"Samsung Galaxy S10 Dual Sim - 128GB, 8GB, 4G LTE, Prism White",Samsung,,12999.0
altosight_184,"Samsung Grand Prime Plus Dual Sim - 8GB, 1.5GB RAM, 4G LTE, Silver",Samsung,,2399.0
altosight_185,Sandisk Ultra USB 3.0 Fit 128GB USB Stick,SANDISK,128,69.0
altosight_186,Karta pami?ci SAMSUNG 128GB microSDXC Pro+ MB,Samsung,128,399.0
altosight_187,Karta pami?ci SAMSUNG 128GB microSDXC Pro MB,Samsung,128,369.0
altosight_188,"Karta SANDISK microSDHC 16GB Extreme Pro 95 MB/s, Karty pami?ci",SANDISK,16,159.0
altosight_189,"Karta SANDISK SDHC 8GB, Karty pami?ci",SANDISK,8,19.99
altosight_190,"Karta SONY SF16N4, Karty pami?ci",SONY,16,39.99
altosight_191,Karta TOSHIBA microSDHC 32GB UHS,TOSHIBA,32,119.0
altosight_192,Karta TOSHIBA SDXC 128GB Exceria N302  UHS,TOSHIBA,128,219.0
altosight_193,"Pami?? SANDISK EXTREME 16GB, Pami?ci przeno?ne",SANDISK,16,85.0
altosight_194,Pami?? USB KINGSTON DataTraveler G4 64 GB Bia?o,Kingston,64,129.0
altosight_195,"TOSHIBA TransMemory U202, 128 GB, weiss",TOSHIBA,128,54.95
altosight_196,Intenso Rainbow Line - USB-Stick - 4 GB - Blau,Intenso,4,7.95
altosight_197,"TOSHIBA EXCERIA PRO M401, 16 GB",TOSHIBA,16,17.95
altosight_198,"TOSHIBA EXCERIA PRO N401, 128 GB",TOSHIBA,128,79.95
altosight_199,"Toshiba SDHC EXCERIA PRO 32Go, silber",TOSHIBA,32,24.4
altosight_200,"TOSHIBA EXCERIA PRO N101, 64 GB",TOSHIBA,64,154.95
altosight_201,"Toshiba SDHC EXCERIA PRO 64GB, silber",TOSHIBA,64,54.95
altosight_202,"KINGSTON HXS3, 512GB, 3.1 - Mediamarkt.es",Kingston,512,296.0
altosight_203,PNY AttachÃ© 4 8GB USB 2.0 Tipo A Negro unidad flash USB,PNY,8,6.99
altosight_204,Lexar JumpDrive C20c 128GB 128GB USB 3.0 (3.1 Gen 1) Conector USB Tipo,LEXAR,128,63.99
altosight_205,Kingston Ultimate - Tarjeta de memoria flash - 16 GB - UHS Class 1 / Class10 - 300x - SDHC - Mediamarkt.es,Kingston,16,
altosight_206,Lexar JumpDrive C20m 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A Negro,LEXAR,128,
altosight_207,Lexar JumpDrive C20m 32GB 32GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Negro,LEXAR,32,
altosight_208,"Lexar JumpDrive S25 64GB 64GB USB 3.0 PÃºrpura, Color blanco unidad fl",LEXAR,64,
altosight_209,"Pendrive 128GB Toshiba TransMemory White, USB 2.0, blanco",TOSHIBA,128,
altosight_210,"Pendrive de 16 GB - Lexar JumpDrive V30 LJDV30-16GABEU, USB 2.0",LEXAR,16,
altosight_211,"Pendrive 16GB Sony USM16CA1, USB 3.0, Micro-USB, Plateado",SONY,16,
altosight_212,"Pendrive 32GB Toshiba TransMemory White, USB 2.0, blanco",TOSHIBA,8,
altosight_213,"Pendrive 8GB azul Toshiba TransMemory Aqua, USB 2.0 (Mod.THNU08HAYAQA(",TOSHIBA,8,
altosight_214,"Pendrive 8GB Toshiba TransMemory U202 White, USB 2.0, blanco (Mod.Refe",TOSHIBA,8,
altosight_215,"Pendrive de 16GB - Lexar JumpDriveÂ® S25 , USB 3.0, 130MB/s, blanco y a",LEXAR,16,10.0
altosight_216,"Pendrive de 32GB Lexar JumpDriveÂ® S25, USB 3.0, 130MB/s (Mod.Referenci",LEXAR,32,
altosight_217,"Pendrive de 32 GB - Lexar JumpDrive V30 LJDV30-32GABEU, USB 2.0",LEXAR,32,
altosight_218,"Tarjeta micro SD de Sandisk Extreme Pro UHS-I , 16 GB",SANDISK,16,
altosight_219,"Tarjeta SDHC - Lexar 300X 8GB, clase 10",LEXAR,8,
altosight_220,Tarjeta SDHC Sandisk 8GB,SANDISK,8,
altosight_221,"Tarjeta SDXC - Toshiba Exceria UHS-I, 64GB",TOSHIBA,64,
altosight_222,Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New,Transcend,64,99.41
altosight_223,"Sony Micro Vault MACH USM32GQX Drive,Sony,USM32GQX/B",SONY,32,38.3
altosight_224,Kingston SD4/4GB Memory 4GB SDHC Class 4 Flash Card,Kingston,4,
altosight_225,"SanDisk Standard SDHC 8 GB Memory Card (Label May Change),SanDisk,SDSDB-008G-B35,B009HQG4G2,Computer_Components,Drives and Mass Storage,SD HC,SDHC,8Gb,8 Gig,Memory,Memory,Card,SanDisk,ScanDisk,SDSDB,SDSDB8192,8192,SDSDB8192E,8192E,E,SDSDB8192E11,8192E11,E11,Secure Digital,SecureDigital,SD,",SANDISK,8,
altosight_226,Kingston DataTraveler 101 G2 16 GB USB 2.0 Flash Drive - Black,Kingston,16,7.91
altosight_227,Kingston DataTraveler 101 G2 32 GB USB 2.0 Flash Drive - Purple,Kingston,32,
altosight_228,"Basic Line 16GB,Intenso,3502470",Intenso,16,6.77
altosight_229,"Sony 8GB SDHC Secure Digital Flash Memory Card - PERFORMANCE Series Class 10 UHS-1 (Read 90MB/s) - SF8U,Sony,CAN985",SONY,8,14.4
altosight_230,Lexar Professional JumpDrive S70 16GB USB 2.0 Retractable Design Flash Drive Memory Stick - Grey,LEXAR,16,12.99
altosight_231,Lexar Professional JumpDrive S70 16GB USB 2.0 Retractable Design Flash Drive Memory Stick - Grey (Pack of Two),LEXAR,16,23.99
altosight_232,Sandisk 8 Gb Secure Digital High Capacity (sdhc) - Class 4,SANDISK,8,15.18
