l_id,r_id
altosight_033,altosight_533
altosight_033,altosight_554
altosight_033,altosight_558
altosight_033,altosight_601
altosight_033,altosight_647
altosight_033,altosight_674
altosight_033,altosight_676
altosight_033,altosight_677
altosight_033,altosight_773
altosight_033,altosight_780
altosight_034,altosight_135
altosight_034,altosight_138
altosight_034,altosight_163
altosight_034,altosight_308
altosight_034,altosight_347
altosight_034,altosight_442
altosight_034,altosight_534
altosight_034,altosight_553
altosight_034,altosight_557
altosight_034,altosight_599
altosight_034,altosight_642
altosight_034,altosight_675
altosight_034,altosight_774
altosight_035,altosight_038
altosight_035,altosight_075
altosight_035,altosight_226
altosight_035,altosight_274
altosight_035,altosight_299
altosight_035,altosight_430
altosight_035,altosight_493
altosight_035,altosight_535
altosight_035,altosight_537
altosight_035,altosight_586
altosight_035,altosight_759
altosight_035,altosight_784
altosight_036,altosight_079
altosight_036,altosight_227
altosight_036,altosight_235
altosight_036,altosight_300
altosight_036,altosight_305
altosight_036,altosight_345
altosight_036,altosight_399
altosight_036,altosight_431
altosight_036,altosight_495
altosight_036,altosight_536
altosight_036,altosight_561
altosight_036,altosight_584
altosight_037,altosight_059
altosight_037,altosight_117
altosight_037,altosight_194
altosight_037,altosight_440
altosight_037,altosight_585
altosight_037,altosight_594
altosight_037,altosight_598
altosight_038,altosight_075
altosight_038,altosight_226
altosight_038,altosight_274
altosight_038,altosight_299
altosight_038,altosight_430
altosight_038,altosight_493
altosight_038,altosight_535
altosight_038,altosight_537
altosight_038,altosight_586
altosight_038,altosight_759
altosight_038,altosight_784
altosight_039,altosight_100
altosight_039,altosight_210
altosight_039,altosight_239
altosight_039,altosight_356
altosight_039,altosight_488
altosight_039,altosight_538
altosight_039,altosight_540
altosight_039,altosight_796
altosight_040,altosight_101
altosight_040,altosight_217
altosight_040,altosight_238
altosight_040,altosight_276
altosight_040,altosight_379
altosight_040,altosight_489
altosight_040,altosight_539
altosight_040,altosight_797
altosight_041,altosight_103
altosight_041,altosight_151
altosight_041,altosight_204
altosight_041,altosight_248
altosight_041,altosight_280
altosight_041,altosight_323
altosight_041,altosight_410
altosight_041,altosight_541
altosight_041,altosight_552
altosight_041,altosight_637
altosight_041,altosight_698
altosight_041,altosight_789
altosight_041,altosight_815
altosight_042,altosight_152
altosight_042,altosight_206
altosight_042,altosight_279
altosight_042,altosight_322
altosight_042,altosight_411
altosight_042,altosight_460
altosight_042,altosight_542
altosight_042,altosight_618
altosight_042,altosight_638
altosight_042,altosight_700
altosight_042,altosight_701
altosight_042,altosight_790
altosight_043,altosight_153
altosight_043,altosight_207
altosight_043,altosight_247
altosight_043,altosight_278
altosight_043,altosight_321
altosight_043,altosight_543
altosight_043,altosight_551
altosight_043,altosight_639
altosight_043,altosight_699
altosight_043,altosight_702
altosight_043,altosight_761
altosight_043,altosight_762
altosight_043,altosight_791
altosight_044,altosight_556
altosight_045,altosight_108
altosight_045,altosight_167
altosight_045,altosight_195
altosight_045,altosight_209
altosight_045,altosight_256
altosight_045,altosight_545
altosight_045,altosight_570
altosight_045,altosight_705
altosight_045,altosight_727
altosight_045,altosight_756
altosight_045,altosight_770
altosight_045,altosight_809
altosight_045,altosight_825
altosight_046,altosight_054
altosight_046,altosight_057
altosight_046,altosight_063
altosight_046,altosight_131
altosight_046,altosight_189
altosight_046,altosight_220
altosight_046,altosight_225
altosight_046,altosight_232
altosight_046,altosight_340
altosight_046,altosight_426
altosight_046,altosight_436
altosight_046,altosight_572
altosight_046,altosight_607
altosight_046,altosight_834
altosight_047,altosight_161
altosight_047,altosight_171
altosight_047,altosight_246
altosight_047,altosight_361
altosight_047,altosight_459
altosight_047,altosight_689
altosight_047,altosight_690
altosight_048,altosight_049
altosight_048,altosight_050
altosight_048,altosight_051
altosight_048,altosight_055
altosight_048,altosight_056
altosight_048,altosight_251
altosight_048,altosight_420
altosight_048,altosight_421
altosight_048,altosight_501
altosight_048,altosight_503
altosight_048,altosight_663
altosight_048,altosight_734
altosight_048,altosight_766
altosight_049,altosight_050
altosight_049,altosight_051
altosight_049,altosight_055
altosight_049,altosight_056
altosight_049,altosight_251
altosight_049,altosight_420
altosight_049,altosight_421
altosight_049,altosight_501
altosight_049,altosight_503
altosight_049,altosight_663
altosight_049,altosight_734
altosight_049,altosight_766
altosight_050,altosight_051
altosight_050,altosight_055
altosight_050,altosight_056
altosight_050,altosight_251
altosight_050,altosight_420
altosight_050,altosight_421
altosight_050,altosight_501
altosight_050,altosight_503
altosight_050,altosight_663
altosight_050,altosight_734
altosight_050,altosight_766
altosight_051,altosight_055
altosight_051,altosight_056
altosight_051,altosight_251
altosight_051,altosight_420
altosight_051,altosight_421
altosight_051,altosight_501
altosight_051,altosight_503
altosight_051,altosight_663
altosight_051,altosight_734
altosight_051,altosight_766
altosight_052,altosight_121
altosight_052,altosight_125
altosight_052,altosight_160
altosight_052,altosight_188
altosight_052,altosight_218
altosight_052,altosight_513
altosight_052,altosight_564
altosight_052,altosight_578
altosight_052,altosight_651
altosight_052,altosight_692
altosight_052,altosight_729
altosight_053,altosight_064
altosight_053,altosight_096
altosight_053,altosight_122
altosight_053,altosight_142
altosight_053,altosight_229
altosight_053,altosight_303
altosight_053,altosight_344
altosight_053,altosight_383
altosight_053,altosight_396
altosight_053,altosight_433
altosight_053,altosight_484
altosight_053,altosight_492
altosight_053,altosight_719
altosight_053,altosight_720
altosight_054,altosight_057
altosight_054,altosight_063
altosight_054,altosight_131
altosight_054,altosight_189
altosight_054,altosight_220
altosight_054,altosight_225
altosight_054,altosight_232
altosight_054,altosight_340
altosight_054,altosight_426
altosight_054,altosight_436
altosight_054,altosight_572
altosight_054,altosight_607
altosight_054,altosight_834
altosight_055,altosight_056
altosight_055,altosight_251
altosight_055,altosight_420
altosight_055,altosight_421
altosight_055,altosight_501
altosight_055,altosight_503
altosight_055,altosight_663
altosight_055,altosight_734
altosight_055,altosight_766
altosight_056,altosight_251
altosight_056,altosight_420
altosight_056,altosight_421
altosight_056,altosight_501
altosight_056,altosight_503
altosight_056,altosight_663
altosight_056,altosight_734
altosight_056,altosight_766
altosight_057,altosight_063
altosight_057,altosight_131
altosight_057,altosight_189
altosight_057,altosight_220
altosight_057,altosight_225
altosight_057,altosight_232
altosight_057,altosight_340
altosight_057,altosight_426
altosight_057,altosight_436
altosight_057,altosight_572
altosight_057,altosight_607
altosight_057,altosight_834
altosight_058,altosight_062
altosight_058,altosight_583
altosight_058,altosight_765
altosight_059,altosight_117
altosight_059,altosight_194
altosight_059,altosight_440
altosight_059,altosight_585
altosight_059,altosight_594
altosight_059,altosight_598
altosight_060,altosight_202
altosight_060,altosight_260
altosight_060,altosight_327
altosight_060,altosight_465
altosight_060,altosight_498
altosight_060,altosight_560
altosight_060,altosight_587
altosight_060,altosight_596
altosight_060,altosight_597
altosight_060,altosight_645
altosight_060,altosight_681
altosight_060,altosight_687
altosight_060,altosight_721
altosight_060,altosight_828
altosight_061,altosight_203
altosight_061,altosight_315
altosight_061,altosight_355
altosight_061,altosight_408
altosight_061,altosight_544
altosight_061,altosight_588
altosight_061,altosight_643
altosight_061,altosight_682
altosight_061,altosight_688
altosight_061,altosight_726
altosight_061,altosight_763
altosight_061,altosight_798
altosight_061,altosight_827
altosight_062,altosight_583
altosight_062,altosight_765
altosight_063,altosight_131
altosight_063,altosight_189
altosight_063,altosight_220
altosight_063,altosight_225
altosight_063,altosight_232
altosight_063,altosight_340
altosight_063,altosight_426
altosight_063,altosight_436
altosight_063,altosight_572
altosight_063,altosight_607
altosight_063,altosight_834
altosight_064,altosight_096
altosight_064,altosight_122
altosight_064,altosight_142
altosight_064,altosight_229
altosight_064,altosight_303
altosight_064,altosight_344
altosight_064,altosight_383
altosight_064,altosight_396
altosight_064,altosight_433
altosight_064,altosight_484
altosight_064,altosight_492
altosight_064,altosight_719
altosight_064,altosight_720
altosight_065,altosight_095
altosight_065,altosight_166
altosight_065,altosight_169
altosight_065,altosight_190
altosight_065,altosight_298
altosight_065,altosight_623
altosight_065,altosight_635
altosight_065,altosight_652
altosight_065,altosight_717
altosight_065,altosight_718
altosight_065,altosight_802
altosight_065,altosight_806
altosight_065,altosight_821
altosight_065,altosight_832
altosight_066,altosight_081
altosight_066,altosight_191
altosight_066,altosight_243
altosight_066,altosight_293
altosight_066,altosight_319
altosight_066,altosight_386
altosight_066,altosight_445
altosight_066,altosight_457
altosight_066,altosight_626
altosight_066,altosight_658
altosight_067,altosight_104
altosight_067,altosight_113
altosight_067,altosight_230
altosight_067,altosight_231
altosight_067,altosight_397
altosight_067,altosight_435
altosight_067,altosight_486
altosight_067,altosight_487
altosight_067,altosight_630
altosight_067,altosight_795
altosight_067,altosight_816
altosight_068,altosight_378
altosight_068,altosight_722
altosight_069,altosight_105
altosight_069,altosight_110
altosight_069,altosight_159
altosight_069,altosight_193
altosight_069,altosight_265
altosight_069,altosight_306
altosight_069,altosight_522
altosight_069,altosight_563
altosight_069,altosight_600
altosight_069,altosight_725
altosight_069,altosight_777
altosight_070,altosight_185
altosight_070,altosight_612
altosight_071,altosight_073
altosight_071,altosight_150
altosight_071,altosight_211
altosight_071,altosight_415
altosight_071,altosight_527
altosight_071,altosight_562
altosight_071,altosight_571
altosight_071,altosight_614
altosight_071,altosight_619
altosight_071,altosight_685
altosight_071,altosight_694
altosight_071,altosight_703
altosight_071,altosight_807
altosight_072,altosight_088
altosight_072,altosight_148
altosight_072,altosight_301
altosight_072,altosight_342
altosight_072,altosight_395
altosight_072,altosight_704
altosight_072,altosight_767
altosight_072,altosight_768
altosight_072,altosight_804
altosight_072,altosight_817
altosight_072,altosight_823
altosight_073,altosight_150
altosight_073,altosight_211
altosight_073,altosight_415
altosight_073,altosight_527
altosight_073,altosight_562
altosight_073,altosight_571
altosight_073,altosight_614
altosight_073,altosight_619
altosight_073,altosight_685
altosight_073,altosight_694
altosight_073,altosight_703
altosight_073,altosight_807
altosight_074,altosight_114
altosight_074,altosight_237
altosight_074,altosight_281
altosight_074,altosight_314
altosight_074,altosight_353
altosight_074,altosight_382
altosight_074,altosight_406
altosight_074,altosight_452
altosight_074,altosight_521
altosight_074,altosight_644
altosight_074,altosight_760
altosight_074,altosight_792
altosight_075,altosight_226
altosight_075,altosight_274
altosight_075,altosight_299
altosight_075,altosight_430
altosight_075,altosight_493
altosight_075,altosight_535
altosight_075,altosight_537
altosight_075,altosight_586
altosight_075,altosight_759
altosight_075,altosight_784
altosight_076,altosight_094
altosight_076,altosight_109
altosight_076,altosight_126
altosight_076,altosight_258
altosight_076,altosight_296
altosight_076,altosight_297
altosight_076,altosight_428
altosight_076,altosight_429
altosight_076,altosight_548
altosight_076,altosight_606
altosight_076,altosight_608
altosight_076,altosight_634
altosight_076,altosight_723
altosight_077,altosight_224
altosight_077,altosight_394
altosight_077,altosight_479
altosight_077,altosight_515
altosight_077,altosight_609
altosight_077,altosight_622
altosight_078,altosight_132
altosight_078,altosight_205
altosight_078,altosight_233
altosight_078,altosight_304
altosight_078,altosight_398
altosight_078,altosight_437
altosight_078,altosight_581
altosight_078,altosight_590
altosight_078,altosight_673
altosight_078,altosight_683
altosight_078,altosight_715
altosight_078,altosight_724
altosight_078,altosight_771
altosight_078,altosight_783
altosight_079,altosight_227
altosight_079,altosight_235
altosight_079,altosight_300
altosight_079,altosight_305
altosight_079,altosight_345
altosight_079,altosight_399
altosight_079,altosight_431
altosight_079,altosight_495
altosight_079,altosight_536
altosight_079,altosight_561
altosight_079,altosight_584
altosight_080,altosight_087
altosight_080,altosight_348
altosight_080,altosight_401
altosight_080,altosight_443
altosight_080,altosight_478
altosight_080,altosight_592
altosight_080,altosight_624
altosight_080,altosight_785
altosight_081,altosight_191
altosight_081,altosight_243
altosight_081,altosight_293
altosight_081,altosight_319
altosight_081,altosight_386
altosight_081,altosight_445
altosight_081,altosight_457
altosight_081,altosight_626
altosight_081,altosight_658
altosight_082,altosight_221
altosight_082,altosight_310
altosight_082,altosight_349
altosight_082,altosight_657
altosight_083,altosight_244
altosight_083,altosight_309
altosight_083,altosight_402
altosight_083,altosight_444
altosight_083,altosight_627
altosight_083,altosight_654
altosight_083,altosight_655
altosight_084,altosight_241
altosight_084,altosight_287
altosight_084,altosight_307
altosight_084,altosight_317
altosight_084,altosight_346
altosight_084,altosight_358
altosight_084,altosight_441
altosight_084,altosight_455
altosight_084,altosight_625
altosight_084,altosight_628
altosight_084,altosight_659
altosight_084,altosight_710
altosight_084,altosight_755
altosight_084,altosight_810
altosight_085,altosight_254
altosight_085,altosight_286
altosight_085,altosight_326
altosight_085,altosight_363
altosight_085,altosight_464
altosight_085,altosight_629
altosight_085,altosight_708
altosight_086,altosight_200
altosight_086,altosight_242
altosight_086,altosight_288
altosight_086,altosight_318
altosight_086,altosight_359
altosight_086,altosight_456
altosight_086,altosight_711
altosight_086,altosight_811
altosight_087,altosight_348
altosight_087,altosight_401
altosight_087,altosight_443
altosight_087,altosight_478
altosight_087,altosight_592
altosight_087,altosight_624
altosight_087,altosight_785
altosight_088,altosight_148
altosight_088,altosight_301
altosight_088,altosight_342
altosight_088,altosight_395
altosight_088,altosight_704
altosight_088,altosight_767
altosight_088,altosight_768
altosight_088,altosight_804
altosight_088,altosight_817
altosight_088,altosight_823
altosight_089,altosight_123
altosight_089,altosight_222
altosight_089,altosight_250
altosight_089,altosight_325
altosight_089,altosight_362
altosight_089,altosight_474
altosight_089,altosight_660
altosight_089,altosight_819
altosight_090,altosight_120
altosight_090,altosight_136
altosight_090,altosight_137
altosight_090,altosight_533
altosight_090,altosight_554
altosight_090,altosight_558
altosight_090,altosight_601
altosight_090,altosight_647
altosight_090,altosight_674
altosight_090,altosight_676
altosight_090,altosight_677
altosight_090,altosight_773
altosight_090,altosight_780
altosight_091,altosight_331
altosight_091,altosight_416
altosight_091,altosight_559
altosight_091,altosight_631
altosight_091,altosight_782
altosight_092,altosight_192
altosight_092,altosight_268
altosight_092,altosight_289
altosight_092,altosight_336
altosight_092,altosight_373
altosight_092,altosight_384
altosight_092,altosight_471
altosight_092,altosight_569
altosight_092,altosight_576
altosight_092,altosight_610
altosight_092,altosight_632
altosight_092,altosight_697
altosight_092,altosight_758
altosight_092,altosight_808
altosight_093,altosight_128
altosight_093,altosight_129
altosight_093,altosight_547
altosight_093,altosight_691
altosight_094,altosight_109
altosight_094,altosight_126
altosight_094,altosight_258
altosight_094,altosight_296
altosight_094,altosight_297
altosight_094,altosight_428
altosight_094,altosight_429
altosight_094,altosight_548
altosight_094,altosight_606
altosight_094,altosight_608
altosight_094,altosight_634
altosight_094,altosight_723
altosight_095,altosight_166
altosight_095,altosight_169
altosight_095,altosight_190
altosight_095,altosight_298
altosight_095,altosight_623
altosight_095,altosight_635
altosight_095,altosight_652
altosight_095,altosight_717
altosight_095,altosight_718
altosight_095,altosight_802
altosight_095,altosight_806
altosight_095,altosight_821
altosight_095,altosight_832
altosight_096,altosight_122
altosight_096,altosight_142
altosight_096,altosight_229
altosight_096,altosight_303
altosight_096,altosight_344
altosight_096,altosight_383
altosight_096,altosight_396
altosight_096,altosight_433
altosight_096,altosight_484
altosight_096,altosight_492
altosight_096,altosight_719
altosight_096,altosight_720
altosight_097,altosight_215
altosight_097,altosight_354
altosight_097,altosight_407
altosight_097,altosight_453
altosight_097,altosight_485
altosight_097,altosight_517
altosight_097,altosight_793
altosight_098,altosight_140
altosight_098,altosight_216
altosight_098,altosight_236
altosight_098,altosight_275
altosight_098,altosight_352
altosight_098,altosight_405
altosight_098,altosight_451
altosight_098,altosight_518
altosight_098,altosight_621
altosight_098,altosight_829
altosight_099,altosight_154
altosight_099,altosight_208
altosight_099,altosight_277
altosight_099,altosight_313
altosight_099,altosight_404
altosight_099,altosight_450
altosight_099,altosight_519
altosight_099,altosight_550
altosight_099,altosight_636
altosight_099,altosight_696
altosight_099,altosight_754
altosight_099,altosight_794
altosight_099,altosight_830
altosight_100,altosight_210
altosight_100,altosight_239
altosight_100,altosight_356
altosight_100,altosight_488
altosight_100,altosight_538
altosight_100,altosight_540
altosight_100,altosight_796
altosight_101,altosight_217
altosight_101,altosight_238
altosight_101,altosight_276
altosight_101,altosight_379
altosight_101,altosight_489
altosight_101,altosight_539
altosight_101,altosight_797
altosight_103,altosight_151
altosight_103,altosight_204
altosight_103,altosight_248
altosight_103,altosight_280
altosight_103,altosight_323
altosight_103,altosight_410
altosight_103,altosight_541
altosight_103,altosight_552
altosight_103,altosight_637
altosight_103,altosight_698
altosight_103,altosight_789
altosight_103,altosight_815
altosight_104,altosight_113
altosight_104,altosight_230
altosight_104,altosight_231
altosight_104,altosight_397
altosight_104,altosight_435
altosight_104,altosight_486
altosight_104,altosight_487
altosight_104,altosight_630
altosight_104,altosight_795
altosight_104,altosight_816
altosight_105,altosight_110
altosight_105,altosight_159
altosight_105,altosight_193
altosight_105,altosight_265
altosight_105,altosight_306
altosight_105,altosight_522
altosight_105,altosight_563
altosight_105,altosight_600
altosight_105,altosight_725
altosight_105,altosight_777
altosight_106,altosight_107
altosight_106,altosight_805
altosight_107,altosight_805
altosight_108,altosight_167
altosight_108,altosight_195
altosight_108,altosight_209
altosight_108,altosight_256
altosight_108,altosight_545
altosight_108,altosight_570
altosight_108,altosight_705
altosight_108,altosight_727
altosight_108,altosight_756
altosight_108,altosight_770
altosight_108,altosight_809
altosight_108,altosight_825
altosight_109,altosight_126
altosight_109,altosight_258
altosight_109,altosight_296
altosight_109,altosight_297
altosight_109,altosight_428
altosight_109,altosight_429
altosight_109,altosight_548
altosight_109,altosight_606
altosight_109,altosight_608
altosight_109,altosight_634
altosight_109,altosight_723
altosight_110,altosight_159
altosight_110,altosight_193
altosight_110,altosight_265
altosight_110,altosight_306
altosight_110,altosight_522
altosight_110,altosight_563
altosight_110,altosight_600
altosight_110,altosight_725
altosight_110,altosight_777
altosight_111,altosight_149
altosight_111,altosight_223
altosight_111,altosight_284
altosight_111,altosight_400
altosight_111,altosight_438
altosight_111,altosight_769
altosight_113,altosight_230
altosight_113,altosight_231
altosight_113,altosight_397
altosight_113,altosight_435
altosight_113,altosight_486
altosight_113,altosight_487
altosight_113,altosight_630
altosight_113,altosight_795
altosight_113,altosight_816
altosight_114,altosight_237
altosight_114,altosight_281
altosight_114,altosight_314
altosight_114,altosight_353
altosight_114,altosight_382
altosight_114,altosight_406
altosight_114,altosight_452
altosight_114,altosight_521
altosight_114,altosight_644
altosight_114,altosight_760
altosight_114,altosight_792
altosight_115,altosight_312
altosight_115,altosight_351
altosight_115,altosight_381
altosight_115,altosight_403
altosight_115,altosight_449
altosight_115,altosight_520
altosight_115,altosight_620
altosight_115,altosight_695
altosight_116,altosight_294
altosight_116,altosight_387
altosight_116,altosight_388
altosight_117,altosight_194
altosight_117,altosight_440
altosight_117,altosight_585
altosight_117,altosight_594
altosight_117,altosight_598
altosight_119,altosight_165
altosight_119,altosight_262
altosight_119,altosight_271
altosight_119,altosight_282
altosight_119,altosight_329
altosight_119,altosight_338
altosight_119,altosight_368
altosight_119,altosight_375
altosight_119,altosight_419
altosight_119,altosight_467
altosight_119,altosight_646
altosight_119,altosight_686
altosight_120,altosight_136
altosight_120,altosight_137
altosight_120,altosight_533
altosight_120,altosight_554
altosight_120,altosight_558
altosight_120,altosight_601
altosight_120,altosight_647
altosight_120,altosight_674
altosight_120,altosight_676
altosight_120,altosight_677
altosight_120,altosight_773
altosight_120,altosight_780
altosight_121,altosight_125
altosight_121,altosight_160
altosight_121,altosight_188
altosight_121,altosight_218
altosight_121,altosight_513
altosight_121,altosight_564
altosight_121,altosight_578
altosight_121,altosight_651
altosight_121,altosight_692
altosight_121,altosight_729
altosight_122,altosight_142
altosight_122,altosight_229
altosight_122,altosight_303
altosight_122,altosight_344
altosight_122,altosight_383
altosight_122,altosight_396
altosight_122,altosight_433
altosight_122,altosight_484
altosight_122,altosight_492
altosight_122,altosight_719
altosight_122,altosight_720
altosight_123,altosight_222
altosight_123,altosight_250
altosight_123,altosight_325
altosight_123,altosight_362
altosight_123,altosight_474
altosight_123,altosight_660
altosight_123,altosight_819
altosight_124,altosight_187
altosight_124,altosight_330
altosight_125,altosight_160
altosight_125,altosight_188
altosight_125,altosight_218
