ltable_id,rtable_id,label
altosight_543,altosight_760,0
altosight_249,altosight_558,0
altosight_165,altosight_811,0
altosight_419,altosight_435,0
altosight_564,altosight_679,0
altosight_062,altosight_196,0
altosight_058,altosight_281,0
altosight_320,altosight_500,0
altosight_206,altosight_702,0
altosight_553,altosight_697,0
altosight_364,altosight_762,0
altosight_345,altosight_528,0
altosight_359,altosight_398,0
altosight_199,altosight_546,0
altosight_539,altosight_815,0
altosight_239,altosight_577,0
altosight_222,altosight_452,0
altosight_217,altosight_404,0
altosight_089,altosight_151,0
altosight_236,altosight_763,0
altosight_035,altosight_301,0
altosight_079,altosight_450,0
altosight_090,altosight_476,0
altosight_024,altosight_585,0
altosight_514,altosight_727,0
altosight_168,altosight_197,0
altosight_560,altosight_824,0
altosight_078,altosight_336,0
altosight_259,altosight_324,0
altosight_209,altosight_751,0
altosight_310,altosight_643,0
altosight_110,altosight_417,0
altosight_351,altosight_489,0
altosight_302,altosight_532,0
altosight_241,altosight_702,0
altosight_115,altosight_410,0
altosight_281,altosight_739,0
altosight_496,altosight_722,0
altosight_408,altosight_609,0
altosight_441,altosight_495,0
altosight_408,altosight_795,0
altosight_088,altosight_316,0
altosight_332,altosight_370,0
altosight_228,altosight_280,0
altosight_131,altosight_177,0
altosight_038,altosight_230,0
altosight_353,altosight_479,0
altosight_078,altosight_256,0
altosight_090,altosight_485,0
altosight_046,altosight_536,0
altosight_405,altosight_443,0
altosight_115,altosight_258,0
altosight_125,altosight_213,0
altosight_042,altosight_802,0
altosight_153,altosight_625,0
altosight_054,altosight_769,0
altosight_137,altosight_793,0
altosight_048,altosight_127,0
altosight_233,altosight_309,0
altosight_403,altosight_631,0
altosight_480,altosight_649,0
altosight_425,altosight_746,0
altosight_575,altosight_641,0
altosight_155,altosight_359,0
altosight_029,altosight_781,0
altosight_252,altosight_501,0
altosight_242,altosight_780,0
altosight_053,altosight_587,0
altosight_322,altosight_567,0
altosight_363,altosight_735,0
altosight_088,altosight_222,0
altosight_395,altosight_811,0
altosight_037,altosight_088,0
altosight_310,altosight_620,0
altosight_641,altosight_778,0
altosight_162,altosight_681,0
altosight_145,altosight_818,0
altosight_442,altosight_606,0
altosight_143,altosight_731,0
altosight_065,altosight_087,0
altosight_167,altosight_801,0
altosight_470,altosight_801,0
altosight_045,altosight_514,0
altosight_527,altosight_599,0
altosight_479,altosight_759,0
altosight_530,altosight_761,0
altosight_085,altosight_707,0
altosight_117,altosight_424,0
altosight_090,altosight_222,0
altosight_001,altosight_152,0
altosight_387,altosight_801,0
altosight_270,altosight_774,0
altosight_569,altosight_779,0
altosight_232,altosight_799,0
altosight_225,altosight_400,0
altosight_332,altosight_360,0
altosight_139,altosight_283,0
altosight_563,altosight_824,0
altosight_152,altosight_364,0
altosight_122,altosight_817,0
altosight_286,altosight_349,0
altosight_268,altosight_393,0
altosight_041,altosight_378,0
altosight_089,altosight_157,0
altosight_037,altosight_535,0
altosight_301,altosight_764,0
altosight_257,altosight_620,0
altosight_261,altosight_441,0
altosight_463,altosight_493,0
altosight_157,altosight_735,0
altosight_050,altosight_124,0
altosight_354,altosight_802,0
altosight_159,altosight_633,0
altosight_408,altosight_488,0
altosight_556,altosight_637,0
altosight_272,altosight_725,0
altosight_108,altosight_302,0
altosight_197,altosight_661,0
altosight_182,altosight_596,0
altosight_103,altosight_651,0
altosight_091,altosight_542,0
altosight_034,altosight_536,0
altosight_515,altosight_542,0
altosight_520,altosight_522,0
altosight_543,altosight_588,0
altosight_047,altosight_825,0
altosight_199,altosight_752,0
altosight_012,altosight_314,0
altosight_205,altosight_406,0
altosight_270,altosight_813,0
altosight_217,altosight_319,0
altosight_472,altosight_633,0
altosight_528,altosight_617,0
altosight_525,altosight_673,0
altosight_030,altosight_627,0
altosight_311,altosight_315,0
altosight_163,altosight_281,0
altosight_195,altosight_397,0
altosight_195,altosight_207,0
altosight_377,altosight_433,0
altosight_546,altosight_818,0
altosight_317,altosight_525,0
altosight_215,altosight_623,0
altosight_387,altosight_478,0
altosight_023,altosight_563,0
altosight_042,altosight_798,0
altosight_471,altosight_806,0
altosight_438,altosight_752,0
altosight_039,altosight_557,0
altosight_103,altosight_579,0
altosight_381,altosight_414,0
altosight_590,altosight_729,0
altosight_255,altosight_601,0
altosight_059,altosight_524,0
altosight_027,altosight_771,0
altosight_462,altosight_553,0
altosight_435,altosight_518,0
altosight_556,altosight_816,0
altosight_019,altosight_553,0
altosight_048,altosight_427,0
altosight_377,altosight_643,0
altosight_475,altosight_767,0
altosight_057,altosight_686,0
altosight_158,altosight_485,0
altosight_428,altosight_737,0
altosight_300,altosight_598,0
altosight_088,altosight_267,0
altosight_649,altosight_789,0
altosight_371,altosight_739,0
altosight_429,altosight_702,0
altosight_273,altosight_352,0
altosight_113,altosight_367,0
altosight_468,altosight_598,0
altosight_089,altosight_637,0
altosight_330,altosight_426,0
altosight_114,altosight_126,0
altosight_125,altosight_640,0
altosight_473,altosight_501,0
altosight_060,altosight_505,0
altosight_225,altosight_622,0
altosight_061,altosight_460,0
altosight_061,altosight_266,0
altosight_131,altosight_190,0
altosight_139,altosight_715,0
altosight_033,altosight_671,0
altosight_120,altosight_150,0
altosight_480,altosight_526,0
altosight_097,altosight_698,0
altosight_134,altosight_181,0
altosight_137,altosight_559,0
altosight_533,altosight_701,0
altosight_182,altosight_303,0
altosight_002,altosight_436,0
altosight_061,altosight_685,0
altosight_451,altosight_592,0
altosight_206,altosight_755,0
altosight_173,altosight_389,0
altosight_378,altosight_623,0
altosight_124,altosight_242,0
altosight_069,altosight_336,0
altosight_306,altosight_470,0
altosight_435,altosight_752,0
altosight_023,altosight_691,0
altosight_696,altosight_773,0
altosight_565,altosight_820,0
altosight_219,altosight_466,0
altosight_567,altosight_661,0
altosight_025,altosight_731,0
altosight_022,altosight_417,0
altosight_105,altosight_767,0
altosight_283,altosight_395,0
altosight_192,altosight_320,0
altosight_108,altosight_522,0
altosight_351,altosight_470,0
altosight_106,altosight_465,0
altosight_014,altosight_629,0
altosight_689,altosight_829,0
altosight_203,altosight_805,0
altosight_327,altosight_616,0
altosight_279,altosight_575,0
altosight_256,altosight_300,0
altosight_007,altosight_314,0
altosight_527,altosight_700,0
altosight_328,altosight_689,0
altosight_118,altosight_231,0
altosight_017,altosight_132,0
altosight_025,altosight_709,0
altosight_315,altosight_670,0
altosight_326,altosight_716,0
altosight_477,altosight_820,0
altosight_281,altosight_511,0
altosight_063,altosight_775,0
altosight_188,altosight_456,0
altosight_292,altosight_586,0
altosight_554,altosight_795,0
altosight_072,altosight_376,0
altosight_256,altosight_477,0
altosight_003,altosight_021,0
altosight_394,altosight_749,0
altosight_334,altosight_712,0
altosight_453,altosight_755,0
altosight_219,altosight_616,0
altosight_512,altosight_732,0
altosight_174,altosight_236,0
altosight_249,altosight_793,0
altosight_043,altosight_669,0
altosight_363,altosight_719,0
altosight_526,altosight_569,0
altosight_073,altosight_760,0
altosight_642,altosight_679,0
altosight_725,altosight_779,0
altosight_118,altosight_455,0
altosight_575,altosight_824,0
altosight_312,altosight_658,0
altosight_145,altosight_411,0
altosight_693,altosight_731,0
altosight_337,altosight_466,0
altosight_014,altosight_615,0
altosight_418,altosight_429,0
altosight_161,altosight_370,0
altosight_315,altosight_676,0
altosight_253,altosight_646,0
altosight_074,altosight_324,0
altosight_645,altosight_691,0
altosight_018,altosight_638,0
altosight_216,altosight_756,0
altosight_154,altosight_176,0
altosight_214,altosight_319,0
altosight_284,altosight_324,0
altosight_015,altosight_589,0
altosight_073,altosight_187,0
altosight_239,altosight_438,0
altosight_695,altosight_758,0
altosight_506,altosight_834,0
altosight_061,altosight_311,0
altosight_053,altosight_642,0
altosight_248,altosight_825,0
altosight_262,altosight_462,0
altosight_544,altosight_590,0
altosight_329,altosight_472,0
altosight_086,altosight_233,0
altosight_122,altosight_737,0
altosight_474,altosight_722,0
altosight_218,altosight_619,0
altosight_035,altosight_117,0
altosight_023,altosight_181,0
altosight_045,altosight_698,0
altosight_092,altosight_746,0
altosight_087,altosight_218,0
altosight_220,altosight_545,0
altosight_419,altosight_569,0
altosight_102,altosight_242,0
altosight_431,altosight_681,0
altosight_263,altosight_449,0
altosight_551,altosight_616,0
altosight_195,altosight_594,0
altosight_161,altosight_254,0
altosight_644,altosight_672,0
altosight_330,altosight_576,0
altosight_443,altosight_674,0
altosight_074,altosight_127,0
altosight_250,altosight_350,0
altosight_127,altosight_569,0
altosight_243,altosight_635,0
altosight_192,altosight_506,0
altosight_293,altosight_481,0
altosight_130,altosight_366,0
altosight_010,altosight_262,0
altosight_058,altosight_133,0
altosight_552,altosight_680,0
altosight_581,altosight_784,0
altosight_470,altosight_684,0
altosight_187,altosight_768,0
altosight_197,altosight_591,0
altosight_196,altosight_767,0
altosight_685,altosight_718,0
altosight_394,altosight_770,0
altosight_306,altosight_473,0
altosight_074,altosight_417,0
altosight_147,altosight_172,0
altosight_085,altosight_432,0
altosight_635,altosight_662,0
altosight_696,altosight_700,0
altosight_596,altosight_823,0
altosight_544,altosight_779,0
altosight_222,altosight_649,0
altosight_374,altosight_676,0
altosight_350,altosight_569,0
altosight_290,altosight_803,0
altosight_020,altosight_410,0
altosight_365,altosight_628,0
altosight_202,altosight_724,0
altosight_321,altosight_482,0
altosight_542,altosight_577,0
altosight_306,altosight_729,0
altosight_156,altosight_620,0
altosight_152,altosight_729,0
altosight_199,altosight_774,0
altosight_338,altosight_618,0
altosight_569,altosight_622,0
altosight_035,altosight_589,0
altosight_258,altosight_605,0
altosight_053,altosight_305,0
altosight_108,altosight_441,0
altosight_446,altosight_708,0
altosight_120,altosight_267,0
altosight_391,altosight_589,0
altosight_682,altosight_819,0
altosight_027,altosight_068,0
altosight_168,altosight_367,0
altosight_422,altosight_726,0
altosight_382,altosight_665,0
altosight_210,altosight_711,0
altosight_109,altosight_142,0
altosight_191,altosight_256,0
altosight_157,altosight_619,0
altosight_299,altosight_631,0
altosight_157,altosight_334,0
altosight_274,altosight_380,0
altosight_449,altosight_676,0
altosight_021,altosight_207,0
altosight_041,altosight_718,0
altosight_457,altosight_683,0
altosight_189,altosight_740,0
altosight_142,altosight_203,0
altosight_039,altosight_050,0
altosight_128,altosight_434,0
altosight_022,altosight_124,0
altosight_350,altosight_559,0
altosight_681,altosight_726,0
altosight_351,altosight_796,0
altosight_339,altosight_341,0
altosight_486,altosight_760,0
altosight_393,altosight_440,0
altosight_193,altosight_830,0
altosight_021,altosight_432,0
altosight_320,altosight_700,0
altosight_201,altosight_463,0
altosight_407,altosight_681,0
altosight_295,altosight_341,0
altosight_131,altosight_639,0
altosight_535,altosight_677,0
altosight_310,altosight_798,0
altosight_157,altosight_808,0
altosight_031,altosight_517,0
altosight_214,altosight_770,0
altosight_439,altosight_803,0
altosight_553,altosight_813,0
altosight_008,altosight_488,0
altosight_736,altosight_802,0
altosight_438,altosight_716,0
altosight_632,altosight_665,0
altosight_241,altosight_792,0
altosight_146,altosight_688,0
altosight_107,altosight_544,0
altosight_540,altosight_686,0
altosight_218,altosight_439,0
altosight_333,altosight_767,0
altosight_068,altosight_208,0
altosight_401,altosight_593,0
altosight_243,altosight_476,0
altosight_101,altosight_196,0
altosight_041,altosight_059,0
altosight_402,altosight_594,0
altosight_059,altosight_074,0
altosight_156,altosight_807,0
altosight_239,altosight_342,0
altosight_474,altosight_755,0
altosight_045,altosight_115,0
altosight_327,altosight_668,0
altosight_111,altosight_495,0
altosight_323,altosight_351,0
altosight_207,altosight_549,0
altosight_281,altosight_477,0
altosight_272,altosight_695,0
altosight_095,altosight_299,0
altosight_237,altosight_617,0
altosight_060,altosight_149,0
altosight_327,altosight_358,0
altosight_381,altosight_660,0
altosight_067,altosight_556,0
altosight_057,altosight_566,0
altosight_096,altosight_781,0
altosight_717,altosight_756,0
altosight_003,altosight_762,0
altosight_055,altosight_788,0
altosight_489,altosight_582,0
altosight_589,altosight_731,0
altosight_450,altosight_554,0
altosight_338,altosight_756,0
altosight_310,altosight_346,0
altosight_214,altosight_376,0
altosight_230,altosight_506,0
altosight_077,altosight_740,0
altosight_278,altosight_674,0
altosight_386,altosight_808,0
altosight_172,altosight_406,0
altosight_109,altosight_653,0
altosight_532,altosight_772,0
altosight_093,altosight_501,0
altosight_215,altosight_655,0
altosight_188,altosight_590,0
altosight_367,altosight_829,0
altosight_547,altosight_746,0
altosight_131,altosight_387,0
altosight_399,altosight_426,0
altosight_561,altosight_825,0
altosight_436,altosight_819,0
altosight_367,altosight_628,0
altosight_038,altosight_649,0
altosight_152,altosight_299,0
altosight_146,altosight_792,0
altosight_087,altosight_439,0
altosight_344,altosight_741,0
altosight_313,altosight_556,0
altosight_191,altosight_709,0
altosight_094,altosight_783,0
altosight_127,altosight_453,0
altosight_154,altosight_341,0
altosight_263,altosight_514,0
altosight_401,altosight_703,0
altosight_515,altosight_807,0
altosight_018,altosight_533,0
altosight_034,altosight_113,0
altosight_225,altosight_793,0
altosight_053,altosight_116,0
altosight_091,altosight_676,0
altosight_550,altosight_775,0
altosight_537,altosight_811,0
altosight_367,altosight_731,0
altosight_274,altosight_598,0
altosight_473,altosight_534,0
altosight_375,altosight_411,0
altosight_110,altosight_217,0
altosight_185,altosight_342,0
altosight_510,altosight_558,0
altosight_384,altosight_619,0
altosight_178,altosight_186,0
altosight_345,altosight_379,0
altosight_091,altosight_424,0
altosight_578,altosight_787,0
altosight_509,altosight_819,0
altosight_531,altosight_658,0
altosight_596,altosight_627,0
altosight_383,altosight_418,0
altosight_303,altosight_439,0
altosight_018,altosight_509,0
altosight_003,altosight_305,0
altosight_125,altosight_473,0
altosight_003,altosight_676,0
altosight_037,altosight_394,0
altosight_282,altosight_766,0
altosight_468,altosight_734,0
altosight_076,altosight_736,0
altosight_210,altosight_670,0
altosight_070,altosight_487,0
altosight_234,altosight_752,0
altosight_290,altosight_417,0
altosight_197,altosight_210,0
altosight_181,altosight_333,0
altosight_488,altosight_673,0
altosight_274,altosight_476,0
altosight_559,altosight_648,0
altosight_182,altosight_519,0
altosight_706,altosight_787,0
altosight_291,altosight_666,0
altosight_213,altosight_541,0
altosight_260,altosight_397,0
altosight_189,altosight_445,0
altosight_112,altosight_681,0
altosight_260,altosight_686,0
altosight_095,altosight_517,0
altosight_421,altosight_450,0
altosight_328,altosight_533,0
altosight_054,altosight_437,0
altosight_050,altosight_461,0
altosight_186,altosight_802,0
altosight_216,altosight_489,0
altosight_532,altosight_755,0
altosight_023,altosight_663,0
altosight_589,altosight_609,0
altosight_037,altosight_334,0
altosight_356,altosight_509,0
altosight_035,altosight_606,0
altosight_387,altosight_450,0
altosight_045,altosight_279,0
altosight_004,altosight_314,0
altosight_495,altosight_662,0
altosight_005,altosight_443,0
altosight_281,altosight_698,0
altosight_175,altosight_532,0
altosight_408,altosight_495,0
altosight_510,altosight_581,0
altosight_035,altosight_043,0
altosight_078,altosight_365,0
altosight_483,altosight_675,0
altosight_531,altosight_647,0
altosight_193,altosight_805,0
altosight_302,altosight_552,0
altosight_051,altosight_345,0
altosight_134,altosight_742,0
altosight_062,altosight_280,0
altosight_387,altosight_709,0
altosight_267,altosight_462,0
altosight_005,altosight_680,0
altosight_100,altosight_219,0
altosight_018,altosight_684,0
altosight_234,altosight_506,0
altosight_264,altosight_339,0
altosight_037,altosight_296,0
altosight_376,altosight_616,0
altosight_047,altosight_334,0
altosight_281,altosight_829,0
altosight_562,altosight_676,0
altosight_252,altosight_338,0
altosight_009,altosight_613,0
altosight_097,altosight_447,0
altosight_037,altosight_510,0
altosight_202,altosight_514,0
altosight_061,altosight_241,0
altosight_295,altosight_747,0
altosight_350,altosight_580,0
altosight_137,altosight_820,0
altosight_651,altosight_652,0
altosight_441,altosight_815,0
altosight_387,altosight_827,0
altosight_128,altosight_136,0
altosight_340,altosight_460,0
altosight_702,altosight_750,0
altosight_351,altosight_803,0
altosight_195,altosight_729,0
altosight_125,altosight_235,0
altosight_379,altosight_554,0
altosight_243,altosight_545,0
altosight_125,altosight_649,0
altosight_083,altosight_491,0
altosight_396,altosight_703,0
altosight_388,altosight_591,0
altosight_563,altosight_743,0
altosight_408,altosight_766,0
altosight_451,altosight_525,0
altosight_109,altosight_286,0
altosight_700,altosight_702,0
altosight_331,altosight_568,0
altosight_659,altosight_700,0
altosight_008,altosight_573,0
altosight_286,altosight_647,0
altosight_043,altosight_468,0
altosight_247,altosight_270,0
altosight_137,altosight_751,0
altosight_587,altosight_821,0
altosight_200,altosight_280,0
altosight_442,altosight_756,0
altosight_135,altosight_641,0
altosight_218,altosight_661,0
altosight_387,altosight_748,0
altosight_027,altosight_628,0
altosight_479,altosight_624,0
altosight_473,altosight_790,0
altosight_200,altosight_686,0
altosight_087,altosight_830,0
altosight_026,altosight_148,0
altosight_051,altosight_645,0
altosight_055,altosight_664,0
altosight_584,altosight_695,0
altosight_111,altosight_648,0
altosight_448,altosight_706,0
altosight_204,altosight_629,0
altosight_423,altosight_627,0
altosight_367,altosight_530,0
altosight_177,altosight_422,0
altosight_372,altosight_469,0
altosight_082,altosight_339,0
altosight_256,altosight_707,0
altosight_242,altosight_575,0
altosight_131,altosight_492,0
altosight_280,altosight_623,0
altosight_368,altosight_750,0
altosight_164,altosight_739,0
altosight_311,altosight_319,0
altosight_245,altosight_488,0
altosight_083,altosight_825,0
altosight_203,altosight_383,0
altosight_566,altosight_815,0
altosight_079,altosight_704,0
altosight_315,altosight_641,0
altosight_445,altosight_579,0
altosight_234,altosight_360,0
altosight_201,altosight_596,0
altosight_171,altosight_815,0
altosight_708,altosight_715,0
altosight_302,altosight_450,0
altosight_013,altosight_058,0
altosight_697,altosight_744,0
altosight_036,altosight_067,0
altosight_074,altosight_287,0
altosight_151,altosight_202,0
altosight_257,altosight_593,0
altosight_250,altosight_410,0
altosight_197,altosight_418,0
altosight_260,altosight_501,0
altosight_516,altosight_586,0
altosight_466,altosight_583,0
altosight_435,altosight_714,0
altosight_320,altosight_801,0
altosight_163,altosight_389,0
altosight_391,altosight_620,0
altosight_136,altosight_492,0
altosight_039,altosight_685,0
altosight_304,altosight_432,0
altosight_236,altosight_314,0
altosight_501,altosight_675,0
altosight_179,altosight_469,0
altosight_210,altosight_697,0
altosight_168,altosight_726,0
altosight_129,altosight_401,0
altosight_164,altosight_602,0
altosight_045,altosight_531,0
altosight_038,altosight_179,0
altosight_064,altosight_151,0
altosight_391,altosight_624,0
altosight_494,altosight_824,0
altosight_111,altosight_811,0
altosight_185,altosight_363,0
altosight_301,altosight_458,0
altosight_194,altosight_646,0
altosight_178,altosight_216,0
altosight_296,altosight_706,0
altosight_571,altosight_788,0
altosight_207,altosight_776,0
altosight_443,altosight_555,0
altosight_602,altosight_679,0
altosight_580,altosight_726,0
altosight_296,altosight_679,0
altosight_367,altosight_789,0
altosight_054,altosight_297,0
altosight_073,altosight_135,0
altosight_148,altosight_153,0
altosight_297,altosight_516,0
altosight_056,altosight_487,0
altosight_392,altosight_513,0
altosight_696,altosight_709,0
altosight_564,altosight_678,0
altosight_442,altosight_581,0
altosight_361,altosight_422,0
altosight_471,altosight_634,0
altosight_289,altosight_741,0
altosight_203,altosight_536,0
altosight_524,altosight_740,0
altosight_118,altosight_668,0
altosight_075,altosight_639,0
altosight_607,altosight_756,0
altosight_168,altosight_195,0
altosight_221,altosight_429,0
altosight_170,altosight_512,0
altosight_460,altosight_765,0
altosight_106,altosight_831,0
altosight_146,altosight_200,0
altosight_156,altosight_233,0
altosight_062,altosight_768,0
altosight_045,altosight_492,0
altosight_017,altosight_330,0
altosight_586,altosight_749,0
altosight_534,altosight_792,0
altosight_018,altosight_442,0
altosight_557,altosight_703,0
altosight_009,altosight_387,0
altosight_147,altosight_165,0
altosight_684,altosight_797,0
altosight_156,altosight_825,0
altosight_171,altosight_330,0
altosight_435,altosight_579,0
altosight_483,altosight_509,0
altosight_089,altosight_224,0
altosight_430,altosight_534,0
altosight_146,altosight_526,0
altosight_182,altosight_674,0
altosight_147,altosight_355,0
altosight_312,altosight_829,0
altosight_269,altosight_796,0
altosight_193,altosight_770,0
altosight_498,altosight_532,0
altosight_477,altosight_559,0
altosight_500,altosight_754,0
altosight_025,altosight_641,0
altosight_163,altosight_648,0
altosight_508,altosight_521,0
altosight_328,altosight_575,0
altosight_052,altosight_675,0
altosight_192,altosight_563,0
altosight_180,altosight_390,0
altosight_458,altosight_690,0
altosight_546,altosight_740,0
altosight_611,altosight_654,0
altosight_588,altosight_716,0
altosight_197,altosight_577,0
altosight_169,altosight_734,0
altosight_034,altosight_248,0
altosight_131,altosight_589,0
altosight_023,altosight_412,0
altosight_147,altosight_828,0
altosight_130,altosight_772,0
altosight_472,altosight_746,0
altosight_175,altosight_671,0
altosight_437,altosight_772,0
altosight_250,altosight_405,0
altosight_457,altosight_646,0
altosight_108,altosight_234,0
altosight_375,altosight_815,0
altosight_090,altosight_390,0
altosight_067,altosight_223,0
altosight_212,altosight_710,0
altosight_652,altosight_700,0
altosight_242,altosight_502,0
altosight_035,altosight_306,0
altosight_292,altosight_613,0
altosight_177,altosight_519,0
altosight_347,altosight_806,0
altosight_141,altosight_774,0
altosight_270,altosight_818,0
altosight_146,altosight_495,0
altosight_602,altosight_660,0
altosight_032,altosight_587,0
altosight_362,altosight_655,0
altosight_341,altosight_665,0
altosight_327,altosight_577,0
altosight_624,altosight_667,0
altosight_119,altosight_509,0
altosight_513,altosight_534,0
altosight_487,altosight_579,0
altosight_441,altosight_573,0
altosight_565,altosight_769,0
altosight_533,altosight_692,0
altosight_045,altosight_559,0
altosight_422,altosight_576,0
altosight_585,altosight_616,0
altosight_228,altosight_419,0
altosight_242,altosight_801,0
altosight_057,altosight_716,0
