_id,name,address,year,agency,source,counselor,amount,status
funding_00133,"Man Up!, Inc.","821 Van Siclen Avenue Brooklyn, NY 11207",2011,DYCD,Local,Barron,28600.0,Cleared
funding_00134,"Man Up!, Inc.","821 Van Siclen Avenue Brooklyn, NY 11207",2011,DYCD,Youth,Barron,69000.0,Cleared
funding_00135,"Man Up!, Inc.","821B Van Siclen Avenue Brooklyn, NY 11207",2011,DYCD,CASA,Barron,20000.0,Cleared
funding_00136,"Man Up!, Inc.","821B Van Siclen Avenue Brooklyn, NY 11207",2011,DYCD,CASA,Barron,20000.0,Cleared
funding_00137,Man Up Inc.,"821b Van Siclen Avenue Brooklyn, NY 11207",2012,DCA,Cultural After-School Adventure (CASA) ,Barron,20000.0,Cleared
funding_00138,Man Up Inc.,"821b Van Siclen Avenue Brooklyn, NY 11207",2012,DCA,Cultural After-School Adventure (CASA) ,Barron,20000.0,Cleared
funding_00139,"Man Up!, Inc.","821b Van Siclen Avenue Brooklyn, NY 11207-7804",2012,DYCD,Local,Barron,50000.0,Cleared
funding_00140,"Man Up!, Inc.","821b Van Siclen Avenue Brooklyn, NY 11207-7804",2012,DYCD,Youth,Barron,72500.0,Cleared
funding_00141,Grace Baptist Church,"176-10 Jamaica Ave. PO Box 341341 Jamaica, NY 11433",2011,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Cleared
funding_00142,Grace Baptist Church,"9801-09 Foster Ave. Brooklyn, NY 11236",2012,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Cleared
funding_00143,"King of Kings Foundation, Inc.","137-11 161 Street, Suite #1 Jamaica, NY 11434",2011,DYCD,Local,Comrie,3500.0,Cleared
funding_00144,"King of Kings Foundation, Inc.","137-11 161 Street, Suite 1 Jamaica, NY 11434",2011,DYCD,Local,"White, Jr",5000.0,Cleared
funding_00145,"King of Kings Foundation, Inc.","137-11 161st Street-Suite 1 Jamaica, NY 11434",2012,DYCD,Local,Comrie,3500.0,Cleared
funding_00146,"King of Kings Foundation, Inc.","137-11 161st Street-Suite 1 Jamaica, NY 11434",2012,DYCD,Youth,Wills,5000.0,Cleared
funding_00147,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Boro,"Chin, Mendez, Garodnick, Lappin, Brewer, Jackson, Viverito, Dickens, Rodriguez",3500.0,Cleared
funding_00148,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Youth,Jackson,5000.0,Cleared
funding_00149,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Youth,Viverito,8000.0,Cleared
funding_00150,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Local,Arroyo,9750.0,Cleared
funding_00151,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Local,Cabrera,10000.0,Cleared
funding_00152,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Boro,Foster,10000.0,Cleared
funding_00153,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Youth,Koppell,10000.0,Cleared
funding_00154,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Local,Rivera,10000.0,Cleared
funding_00155,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Youth,Ferreras,15000.0,Cleared
funding_00156,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Local,Palma,15000.0,Cleared
funding_00157,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DYCD,Youth,Arroyo,30000.0,Cleared
funding_00158,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2011,DFTA,Local,CC,50000.0,Cleared
funding_00159,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,Arroyo,10000.0,Cleared
funding_00160,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,Cabrera,3500.0,Cleared
funding_00161,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,CC,45000.0,Cleared
funding_00162,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Youth,Koppell,10000.0,Cleared
funding_00163,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,Foster,10000.0,Cleared
funding_00164,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,Palma,15000.0,Cleared
funding_00165,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,Rivera,10000.0,Cleared
funding_00166,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Local,Vacca,10000.0,Cleared
funding_00167,"Per Scholas, Inc.","805 East 138th Street Bronx, NY 10454",2012,DYCD,Youth,Arroyo,30000.0,Cleared
funding_00168,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Youth,Ferreras,6500.0,Cleared
funding_00169,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Youth,Jackson,5000.0,Cleared
funding_00170,"Per Scholas, Inc.","804 East 138th Street Bronx, NY 10454",2012,DYCD,Youth,Mark-Viverito,10000.0,Cleared
funding_00171,Citizen Schools Inc,"55 Exchange Place New York, NY 10005",2012,DYCD,Youth,Levin,3500.0,Cleared
funding_00172,"Peace First New York, Inc.","581 Avenue of the Americas, 5th Floor New York, NY 10011",2011,DYCD,Youth,Brewer,3500.0,Cleared
funding_00173,"Peace First New York, Inc.","581 Avenue of the Americas New York, NY 10011",2012,DYCD,Youth,Brewer,5000.0,Cleared
funding_00174,Local Development Corporation of Laurelton Rosedale and Springfield Gardens,"232-18 Merrick Boulevard Laurelton, NY 11413",2012,DYCD,Local,Sanders,3500.0,Pending
funding_00175,Cathedral of God's International Lighthouse of Power,"194-41 116th Avenue St. Albans, NY 11412",2011,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Cleared
funding_00176,"Women's Organization Dedicated to Meeting Their Medical and Emotional Needs, Inc.","9201 4th Avenue, 7th Floor Brooklyn, NY 11209",2011,DYCD,Local,Recchia,30000.0,Cleared
funding_00177,"Women's Organization Dedicated to Meeting Their Medical and Emotional Needs, Inc.","9201 4th Avenue, 7th Floor Brooklyn, NY 11209",2011,DYCD,Local,Gentile,1000.0,Cleared
funding_00178,"Women's Organization Dedicated to Meeting Their Medical and Emotional Needs, Inc.","9201 Fourth Avenue Brooklyn, NY 11209",2012,DYCD,Local,Gentile,2000.0,Cleared
funding_00179,"Women's Organization Dedicated to Meeting Their Medical and Emotional Needs, Inc.","9201 Fourth Avenue Brooklyn, NY 11209",2012,DYCD,Local,Recchia,25000.0,Cleared
funding_00180,"Harlem Drummers, Steppers and Flag Team, Inc.","221 East 122nd Street, Suite 1603 New York, NY 10035",2011,DYCD,Local,Viverito,3786.0,Cleared
funding_00181,"Harlem Drummers, Steppers and Flag Team, Inc.","221 East 122nd Street, Suite 1603 New York, NY 10035",2011,DYCD,Youth,Viverito,11214.0,Cleared
funding_00182,Pleasant Grove Full Gospel Tabernacle,"1927 Fulton St. Brooklyn, NY 11233",2011,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Pending
funding_00183,Pleasant Grove Full Gospel Tabernacle,"1927 Fulton St. Brooklyn, NY 11233",2012,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Pending
funding_00184,Sedgwick Development Residents Council,"140 West 174th Street, #1H Bronx, NY 10453",2011,DYCD,Local,Foster,3500.0,Cleared
funding_00185,"No Doubt, Inc.","205-02 Jamaica Avenue Hollis, NY 11423",2011,DYCD,Youth,"White, Jr",12000.0,Cleared
funding_00186,"No Doubt, Inc.","209-29 110th Ave Queens Village, NY 11429-1819 ",2012,DYCD,Local,Comrie,3500.0,Cleared
funding_00187,"Books Before Ball, Inc.","2675 West 36th Street Brooklyn, NY 11224",2011,DYCD,Local,Recchia,7500.0,Cleared
funding_00188,"Books Before Ball, Inc.","135 West 50th Street New York, NY 10020",2012,DYCD,Local,Recchia,15000.0,Cleared
funding_00189,"Girls for Gender Equity, Inc.","1360 Fulton Street, Suite 314 Brooklyn, NY 11216",2011,DYCD,Youth,James,5000.0,Cleared
funding_00190,"Girls for Gender Equity, Inc.","30 Third Avenue - Suite 104 Brooklyn, NY 11217",2012,DYCD,Youth,James,8000.0,Cleared
