l_id,r_id
nc_8528109,nc_7708994
nc_8505853,nc_8422352
nc_8505853,nc_7708994
nc_8422352,nc_7708994
nc_12926553,nc_3623533
nc_12926553,nc_2420048
nc_3623533,nc_2420048
nc_10301138,nc_144120
nc_8267676,nc_6341534
nc_189630,nc_12891225
nc_3570119,nc_4168278
nc_9337770,nc_8278591
nc_468951,nc_11815601
nc_468951,nc_674107
nc_11815601,nc_674107
nc_3839559,nc_11420615
nc_8533484,nc_4085736
nc_9634880,nc_3836947
nc_13617535,nc_3284863
nc_11261776,nc_2197113
nc_11261776,nc_2174511
nc_2197113,nc_2174511
nc_11670317,nc_3927542
nc_11670317,nc_3096327
nc_11670317,nc_4112454
nc_3927542,nc_3096327
nc_3927542,nc_4112454
nc_3096327,nc_4112454
nc_11401604,nc_1951967
nc_8866828,nc_1747313
nc_1834738,nc_8420758
nc_12508520,nc_3620336
nc_12508520,nc_3182309
nc_3620336,nc_3182309
nc_9013904,nc_6716760
nc_1102141,nc_976825
nc_1102141,nc_11598617
nc_976825,nc_11598617
nc_6895294,nc_12042583
nc_6749252,nc_6724085
nc_6749252,nc_5894293
nc_6724085,nc_5894293
nc_12930388,nc_13298250
nc_6487841,nc_7757336
nc_6487841,nc_11263250
nc_7757336,nc_11263250
nc_10973484,nc_3685292
nc_10973484,nc_10401729
nc_10973484,nc_10988860
nc_3685292,nc_10401729
nc_3685292,nc_10988860
nc_10401729,nc_10988860
nc_14116486,nc_12331902
nc_6838025,nc_2135460
nc_3832310,nc_10160302
nc_3832310,nc_4083399
nc_10160302,nc_4083399
nc_11716270,nc_11696989
nc_7955799,nc_8173653
nc_7955799,nc_8332953
nc_8173653,nc_8332953
nc_13715811,nc_4002292
nc_7082495,nc_8428365
nc_9362652,nc_13205206
nc_694266,nc_674067
nc_4088659,nc_6587255
nc_4088659,nc_11707590
nc_6587255,nc_11707590
nc_3545118,nc_806845
nc_2693890,nc_5842843
nc_8897674,nc_3816088
nc_7493773,nc_3944062
nc_9490548,nc_12638109
nc_1632272,nc_7643576
nc_1482711,nc_7017327
nc_7224106,nc_7192475
nc_7224106,nc_7219592
nc_7192475,nc_7219592
nc_10580517,nc_6964685
nc_10580517,nc_6955234
nc_6964685,nc_6955234
nc_11691467,nc_2173848
nc_3186622,nc_221164
nc_10310297,nc_6996257
nc_1143397,nc_6616462
nc_960098,nc_11320698
nc_3216216,nc_9804147
nc_13931264,nc_13819528
nc_13500590,nc_12763207
nc_10119191,nc_165699
nc_13263109,nc_11082022
nc_13263109,nc_3234730
nc_11082022,nc_3234730
nc_218724,nc_9869907
nc_7573414,nc_8611810
nc_917661,nc_7236276
nc_917661,nc_844436
nc_7236276,nc_844436
nc_11251328,nc_11863731
nc_3698274,nc_12702290
nc_3698274,nc_12306541
nc_12702290,nc_12306541
nc_3682663,nc_13114389
nc_2596409,nc_2311619
nc_2596409,nc_2370727
nc_2311619,nc_2370727
nc_1226103,nc_1287082
nc_1226103,nc_904904
nc_1287082,nc_904904
nc_7061919,nc_7089763
nc_8003163,nc_10735451
nc_8003163,nc_8735916
nc_10735451,nc_8735916
nc_1211683,nc_1481793
nc_7506421,nc_8783573
nc_12648899,nc_12787153
nc_12648899,nc_6738935
nc_12787153,nc_6738935
nc_10141184,nc_1891957
nc_10141184,nc_2071523
nc_1891957,nc_2071523
nc_4094530,nc_13510691
nc_13047523,nc_9890670
nc_6302144,nc_621714
nc_8276363,nc_8056798
nc_9833473,nc_15124
nc_8673849,nc_9840383
nc_8673849,nc_6308303
nc_8673849,nc_6350740
nc_9840383,nc_6308303
nc_9840383,nc_6350740
nc_6308303,nc_6350740
nc_7167253,nc_804571
nc_13775392,nc_13045031
nc_13775392,nc_12341265
nc_13045031,nc_12341265
nc_6108259,nc_7247119
nc_6108259,nc_768243
nc_6108259,nc_11821688
nc_7247119,nc_768243
nc_7247119,nc_11821688
nc_768243,nc_11821688
nc_3895748,nc_13144488
nc_3895748,nc_3993096
nc_13144488,nc_3993096
nc_6750507,nc_12289534
nc_7158763,nc_774196
nc_3297763,nc_9736429
nc_12531114,nc_8006416
nc_9123314,nc_377032
nc_9123314,nc_9173654
nc_377032,nc_9173654
nc_599191,nc_6064224
nc_9777726,nc_201748
nc_7411000,nc_11225167
nc_7411000,nc_11578218
nc_11225167,nc_11578218
nc_1352208,nc_2226833
nc_1352208,nc_3666021
nc_2226833,nc_3666021
nc_9304250,nc_12403445
nc_9304250,nc_10592234
nc_12403445,nc_10592234
nc_13726843,nc_3047054
nc_13726843,nc_3048448
nc_3047054,nc_3048448
nc_9537572,nc_10518490
nc_10859729,nc_596905
nc_3831011,nc_3835713
nc_854247,nc_7265664
nc_854247,nc_7265665
nc_854247,nc_925784
nc_7265664,nc_7265665
nc_7265664,nc_925784
nc_7265665,nc_925784
nc_3192853,nc_3504776
nc_883607,nc_8726939
nc_4006827,nc_4179185
nc_4006827,nc_4169659
nc_4006827,nc_2977076
nc_4006827,nc_2968550
nc_4179185,nc_4169659
nc_4179185,nc_2977076
nc_4179185,nc_2968550
nc_4169659,nc_2977076
nc_4169659,nc_2968550
nc_2977076,nc_2968550
nc_10842778,nc_8874684
nc_311865,nc_2057857
nc_2556472,nc_2611468
nc_13159913,nc_13599304
nc_6532662,nc_610042
nc_6532662,nc_3046792
nc_610042,nc_3046792
nc_10322974,nc_2215461
nc_13237889,nc_141249
nc_2195861,nc_10024725
nc_722966,nc_811879
nc_6349068,nc_1189644
nc_3154210,nc_14047036
nc_3154210,nc_6990128
nc_14047036,nc_6990128
nc_3322215,nc_12652957
nc_3322215,nc_9654266
nc_12652957,nc_9654266
nc_12090650,nc_6327030
nc_1713650,nc_9899944
nc_12708215,nc_6622435
nc_12339219,nc_3248097
nc_12339219,nc_9870073
nc_12339219,nc_3297138
nc_3248097,nc_9870073
nc_3248097,nc_3297138
nc_9870073,nc_3297138
nc_10678031,nc_7757613
nc_10678031,nc_11367987
nc_7757613,nc_11367987
nc_9706797,nc_9705395
nc_9706797,nc_91147
nc_9705395,nc_91147
nc_2868443,nc_3034312
nc_12282234,nc_3547725
nc_2565944,nc_12874894
nc_2565944,nc_13148759
nc_12874894,nc_13148759
nc_6199157,nc_6200427
nc_9334980,nc_3130335
nc_9334980,nc_10172202
nc_9334980,nc_3142597
nc_3130335,nc_10172202
nc_3130335,nc_3142597
nc_10172202,nc_3142597
nc_3212154,nc_7397417
nc_3212154,nc_13543288
nc_3212154,nc_3373161
nc_3212154,nc_9841834
nc_7397417,nc_13543288
nc_7397417,nc_3373161
nc_7397417,nc_9841834
nc_13543288,nc_3373161
nc_13543288,nc_9841834
nc_3373161,nc_9841834
nc_6434989,nc_6439790
nc_6434989,nc_6439783
nc_6439790,nc_6439783
nc_6976589,nc_6957402
nc_8029325,nc_515584
nc_9150719,nc_9269275
nc_9150719,nc_9089075
nc_9269275,nc_9089075
nc_10339747,nc_12621018
nc_10339747,nc_13138863
nc_12621018,nc_13138863
nc_2666562,nc_2038708
nc_8562592,nc_2846074
nc_1170524,nc_13729665
nc_10969654,nc_10996010
nc_12712246,nc_3620089
nc_8314162,nc_12905144
nc_8314162,nc_12722768
nc_12905144,nc_12722768
nc_6557457,nc_1281649
nc_9633412,nc_1123843
nc_9318088,nc_8619983
nc_9318088,nc_3381190
nc_8619983,nc_3381190
nc_6861323,nc_5901043
nc_9730514,nc_8257382
nc_9730514,nc_9635821
nc_8257382,nc_9635821
nc_578029,nc_6141305
nc_3302331,nc_8060343
nc_5877773,nc_10048113
nc_5877773,nc_12713315
nc_10048113,nc_12713315
nc_11310960,nc_11203713
nc_12142080,nc_11647353
nc_12631997,nc_695094
nc_12631997,nc_3348953
nc_695094,nc_3348953
nc_6850087,nc_8809524
nc_1374802,nc_10569992
nc_1856627,nc_1866055
nc_1225315,nc_13724615
nc_1731845,nc_12797233
nc_7227995,nc_12086031
nc_9784069,nc_12657535
nc_1489387,nc_7051743
nc_7046491,nc_7036693
nc_7046491,nc_4012198
nc_7036693,nc_4012198
nc_6651383,nc_10375468
nc_10305124,nc_1424015
nc_3277253,nc_13148244
nc_9934133,nc_9654711
nc_9934133,nc_9863980
nc_9654711,nc_9863980
nc_1538178,nc_8097716
nc_8062810,nc_9634250
nc_7634039,nc_11618869
nc_10570538,nc_13359913
nc_7889414,nc_8574597
nc_7889414,nc_8043090
nc_8574597,nc_8043090
nc_12529786,nc_2399512
nc_1109660,nc_7400091
nc_10384410,nc_7737664
nc_10384410,nc_58133
nc_7737664,nc_58133
nc_11886165,nc_9378608
nc_2376763,nc_10952178
nc_965650,nc_11345758
nc_965650,nc_10580603
nc_11345758,nc_10580603
nc_10345520,nc_12947804
nc_12930826,nc_12503444
nc_12930826,nc_9331610
nc_12930826,nc_7768628
nc_12503444,nc_9331610
nc_12503444,nc_7768628
nc_9331610,nc_7768628
nc_12551248,nc_474376
nc_12551248,nc_5937743
nc_474376,nc_5937743
nc_10386781,nc_10070287
nc_8403701,nc_2569235
nc_8403701,nc_2688158
nc_2569235,nc_2688158
nc_932884,nc_8432249
nc_8540149,nc_8324114
nc_8540149,nc_2995613
nc_8324114,nc_2995613
nc_10419635,nc_10544873
nc_3888599,nc_11059765
nc_11204201,nc_11226252
nc_2922358,nc_2840617
nc_13890658,nc_1340329
nc_3258009,nc_12923272
nc_7221037,nc_2616567
nc_13142403,nc_12369254
nc_13142403,nc_2248566
nc_12369254,nc_2248566
nc_13936057,nc_9060337
nc_13936057,nc_407650
nc_9060337,nc_407650
nc_7960451,nc_4004389
nc_3245020,nc_12766404
nc_6256363,nc_324219
nc_6652984,nc_13127166
nc_6652984,nc_6672730
nc_13127166,nc_6672730
nc_2272126,nc_10341258
nc_9947083,nc_3679288
nc_13170868,nc_3201382
nc_13170868,nc_9421884
nc_13170868,nc_10519015
nc_13170868,nc_9371985
nc_13170868,nc_10583505
nc_3201382,nc_9421884
nc_3201382,nc_10519015
nc_3201382,nc_9371985
nc_3201382,nc_10583505
nc_9421884,nc_10519015
nc_9421884,nc_9371985
nc_9421884,nc_10583505
nc_10519015,nc_9371985
nc_10519015,nc_10583505
nc_9371985,nc_10583505
nc_9376723,nc_13050242
nc_1181113,nc_11602873
nc_1059265,nc_6067988
nc_6546429,nc_4016699
nc_9217500,nc_13850689
nc_11226351,nc_7762190
nc_12554909,nc_3398730
nc_13911374,nc_13852394
nc_7395057,nc_7948079
nc_7395057,nc_8318834
nc_7948079,nc_8318834
nc_2631550,nc_2437367
nc_1951981,nc_1949660
nc_1951981,nc_11828266
nc_1949660,nc_11828266
nc_3367972,nc_3720925
nc_3367972,nc_9935994
nc_3720925,nc_9935994
nc_9750737,nc_3592772
nc_10513000,nc_10038424
nc_9907254,nc_3299591
nc_9907254,nc_6764751
nc_3299591,nc_6764751
nc_9637282,nc_2728073
nc_12397053,nc_8915595
nc_10454379,nc_9797957
nc_10454379,nc_1145368
nc_9797957,nc_1145368
nc_10586713,nc_12387223
nc_9914723,nc_9842898
nc_11329892,nc_1149126
nc_12538295,nc_3872103
nc_13073008,nc_6990096
nc_3571262,nc_9631495
nc_7104919,nc_8342272
nc_13514882,nc_3277706
nc_6140615,nc_581757
nc_2017152,nc_11849315
nc_6651805,nc_6572046
nc_284881,nc_1216559
nc_13348130,nc_6622925
nc_6392965,nc_1633545
nc_9603118,nc_2164783
nc_6152787,nc_11843145
nc_13546071,nc_6518489
nc_13546071,nc_3706756
nc_6518489,nc_3706756
nc_12706873,nc_8466825
nc_6142517,nc_693440
nc_6142517,nc_747919
nc_6142517,nc_741401
nc_693440,nc_747919
nc_693440,nc_741401
nc_747919,nc_741401
nc_6097593,nc_3708943
nc_13272815,nc_9107370
nc_6409630,nc_10258183
nc_11506841,nc_3116749
nc_11506841,nc_11487328
nc_3116749,nc_11487328
nc_1088837,nc_7854672
nc_8748023,nc_6791258
nc_8748023,nc_378722
nc_8748023,nc_8833994
nc_6791258,nc_378722
nc_6791258,nc_8833994
nc_378722,nc_8833994
nc_6417309,nc_11343524
nc_3164207,nc_9604647
nc_964284,nc_11286925
nc_11468759,nc_10378132
nc_11468759,nc_520429
nc_11468759,nc_9338139
nc_11468759,nc_9221807
nc_10378132,nc_520429
nc_10378132,nc_9338139
nc_10378132,nc_9221807
nc_520429,nc_9338139
nc_520429,nc_9221807
nc_9338139,nc_9221807
nc_8436438,nc_868586
nc_2016822,nc_12387480
nc_2016822,nc_1970027
nc_12387480,nc_1970027
nc_2341590,nc_6228519
nc_8791647,nc_2326773
nc_8039799,nc_7076288
nc_6579338,nc_3974558
nc_8331911,nc_12826035
nc_3551619,nc_9705434
nc_7038325,nc_600539
nc_7038325,nc_7096727
nc_600539,nc_7096727
nc_2451363,nc_10339265
nc_2451363,nc_13153396
nc_10339265,nc_13153396
nc_6639248,nc_9222263
nc_3034402,nc_3839713
nc_3201951,nc_9747487
nc_3201951,nc_9797991
nc_9747487,nc_9797991
nc_7141661,nc_5862519
nc_2360647,nc_2735481
nc_5905386,nc_13286241
nc_2061673,nc_11910115
nc_2061673,nc_9147373
nc_11910115,nc_9147373
nc_8898608,nc_12739020
nc_8898608,nc_8979799
nc_8898608,nc_12671499
nc_12739020,nc_8979799
nc_12739020,nc_12671499
nc_8979799,nc_12671499
nc_6543115,nc_11401863
nc_6543115,nc_9086038
nc_11401863,nc_9086038
nc_1703764,nc_13120103
nc_498422,nc_718580
nc_13062600,nc_9356688
nc_416666,nc_7254796
nc_13149514,nc_6784826
nc_13149514,nc_13390625
nc_6784826,nc_13390625
nc_6588335,nc_7247795
nc_9219468,nc_13464062
nc_3572131,nc_8509208
nc_454816,nc_6086089
nc_12523623,nc_1078873
nc_13438053,nc_8798116
nc_6420267,nc_11995146
nc_6420267,nc_7701334
nc_6420267,nc_8380828
nc_11995146,nc_7701334
nc_11995146,nc_8380828
nc_7701334,nc_8380828
nc_8365798,nc_4134388
nc_12654720,nc_8660627
nc_10397053,nc_10122045
nc_9290882,nc_2804447
nc_3269414,nc_12495117
nc_919067,nc_11379760
nc_919067,nc_11387310
nc_11379760,nc_11387310
nc_12366377,nc_3673035
nc_9923414,nc_95705
nc_3616238,nc_10402558
nc_1802521,nc_1275901
nc_12648656,nc_10830540
nc_13392372,nc_13234932
nc_13392372,nc_13019678
nc_13234932,nc_13019678
nc_2440076,nc_6252999
nc_2440076,nc_2693410
nc_6252999,nc_2693410
nc_11387235,nc_8604325
nc_536912,nc_9909240
nc_536912,nc_8290295
nc_9909240,nc_8290295
nc_13816750,nc_8689897
nc_10058517,nc_11172455
nc_12045766,nc_6490755
nc_8885825,nc_2420675
nc_3555513,nc_12822491
nc_14006269,nc_3041886
nc_7200336,nc_944780
nc_7342937,nc_13855498
nc_143593,nc_9899585
nc_6291505,nc_6285447
nc_2987559,nc_2820384
nc_12351842,nc_13555753
nc_12351842,nc_12836602
nc_13555753,nc_12836602
nc_9699074,nc_3241543
nc_1742965,nc_9932594
nc_1742965,nc_9667486
nc_9932594,nc_9667486
nc_14143736,nc_6518580
nc_2970908,nc_10764040
nc_9522965,nc_13972590
nc_9522965,nc_13969232
nc_13972590,nc_13969232
nc_3982524,nc_8281036
nc_3982524,nc_8101015
nc_3982524,nc_3826613
nc_8281036,nc_8101015
nc_8281036,nc_3826613
nc_8101015,nc_3826613
nc_8387590,nc_9214903
nc_6990505,nc_10452101
nc_6967972,nc_2255092
nc_7314856,nc_13785890
nc_9724426,nc_10265028
nc_9724426,nc_3275514
nc_9724426,nc_3528493
nc_10265028,nc_3275514
nc_10265028,nc_3528493
nc_3275514,nc_3528493
nc_1970758,nc_11455241
nc_7455438,nc_7978354
nc_7455438,nc_820143
nc_7978354,nc_820143
nc_9158261,nc_13535645
nc_2726218,nc_8828639
nc_2726218,nc_1052842
nc_8828639,nc_1052842
nc_10689420,nc_319798
nc_2681135,nc_2397360
nc_2681135,nc_2455508
nc_2681135,nc_11923138
nc_2397360,nc_2455508
nc_2397360,nc_11923138
nc_2455508,nc_11923138
nc_2921461,nc_4068247
nc_2983932,nc_11251091
nc_10229970,nc_3145550
nc_10229970,nc_10176488
nc_3145550,nc_10176488
nc_3282338,nc_38803
nc_3282338,nc_13036250
nc_38803,nc_13036250
nc_1132841,nc_11302024
nc_907191,nc_1207977
nc_3390117,nc_1430702
nc_13291734,nc_10281594
nc_1892668,nc_9160274
nc_4004859,nc_11396866
nc_12409302,nc_12499013
nc_7053385,nc_8556844
nc_7053385,nc_7777643
nc_8556844,nc_7777643
nc_7950680,nc_858484
nc_9818635,nc_12721354
nc_9818635,nc_10728609
nc_9818635,nc_10678141
nc_9818635,nc_6788962
nc_12721354,nc_10728609
nc_12721354,nc_10678141
nc_12721354,nc_6788962
